Strassenklasse,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
nicht klassifiziert,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1515,Auto,Gut
Landesstrasse,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,955,Fahrrad,Gut
nicht klassifiziert,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1550,Auto,Gut
nicht klassifiziert,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1730,Auto,Gut
nicht klassifiziert,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1000,Auto,Gut
Bundesstrasse,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2242,Auto,Gut
nicht klassifiziert,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1700,Auto,Gut
Bundesstrasse,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1414,Mottorrad (50cc),Gut
Autobahn,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,5,nass / feucht,männlich,1752,Transporter,Gut
nicht klassifiziert,85,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1043,Bus,Gut
Bundesstrasse,26,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,trocken,männlich,2345,Auto,Gut
Landesstrasse,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,725,Mottorrad (500cc),Gut
nicht klassifiziert,34,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1945,Bus,Gut
Kraftfahrzeugstrasse,19,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2130,Auto,Gut
nicht klassifiziert,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1730,Auto,Gut
Autobahn,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,männlich,1605,Auto,Gut
nicht klassifiziert,16,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,1128,Auto,Regen
nicht klassifiziert,6,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1810,Auto,Gut
nicht klassifiziert,53,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,830,Auto,Gut
nicht klassifiziert,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1745,Mottorrad (50cc),Gut
nicht klassifiziert,8,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1523,Auto,Gut
Bundesstrasse,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2035,Auto,Gut
nicht klassifiziert,72,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,3,trocken,weiblich,1700,Auto,Gut
nicht klassifiziert,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,815,Fahrrad,Gut
nicht klassifiziert,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,745,Auto,Gut
Bundesstrasse,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1230,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1245,LKW bis 7.5t,Gut
nicht klassifiziert,9,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1625,Fahrrad,Gut
nicht klassifiziert,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,1,nass / feucht,männlich,1350,Auto,Regen
Bundesstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,1640,Auto,Gut
Bundesstrasse,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,1830,Auto,Gut
Bundesstrasse,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1525,Auto,Gut
Landesstrasse,53,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1335,Mottorrad (500cc),Gut
nicht klassifiziert,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1309,Auto,Gut
Kraftfahrzeugstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,männlich,1015,Auto,Gut
nicht klassifiziert,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1545,Auto,Gut
nicht klassifiziert,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1025,Fahrrad,Gut
nicht klassifiziert,47,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1830,Auto,Andere
nicht klassifiziert,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1855,Auto,Gut
nicht klassifiziert,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,830,Fahrrad,Gut
Landesstrasse,18,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1618,Auto,Gut
nicht klassifiziert,18,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1120,LKW bis 7.5t,Gut
nicht klassifiziert,16,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2210,Fahrrad,Gut
nicht klassifiziert,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1415,Bus,Gut
nicht klassifiziert,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,520,Auto,Gut
Autobahn,25,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,5,1,trocken,männlich,1607,Kleinbus,Gut
nicht klassifiziert,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,615,Auto,Gut
nicht klassifiziert,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1110,Auto,Gut
nicht klassifiziert,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1328,Auto,Gut
nicht klassifiziert,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1524,Auto,Regen
nicht klassifiziert,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1730,Auto,Gut
nicht klassifiziert,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1511,Mottorrad (125cc),Gut
Landesstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1245,Auto,Gut
nicht klassifiziert,9,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1340,Bus,Gut
nicht klassifiziert,29,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1706,Andere,Gut
Kraftfahrzeugstrasse,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1440,Auto,Gut
nicht klassifiziert,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1830,Auto,Gut
nicht klassifiziert,13,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1945,Auto,Gut
Bundesstrasse,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1145,Fahrrad,Gut
nicht klassifiziert,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1848,Fahrrad,Gut
Landesstrasse,1,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1245,Auto,Gut
nicht klassifiziert,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1550,Auto,Gut
Bundesstrasse,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1305,Bus,Gut (starker Wind)
nicht klassifiziert,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1930,Auto,Gut
Bundesstrasse,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1534,Auto,Gut
Landesstrasse,11,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,837,Auto,Gut
nicht klassifiziert,50,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1615,Auto,Gut
Bundesstrasse,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,700,Auto,Gut
Autobahn,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,nass / feucht,männlich,810,Auto,Regen
Autobahn,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,7,trocken,männlich,1701,Auto,Gut
Bundesstrasse,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,2145,Auto,Gut
nicht klassifiziert,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1810,Auto,Regen
nicht klassifiziert,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,545,Auto,Gut
Bundesstrasse,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1555,Auto,Gut
Autobahn,52,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1700,Auto,Gut
Bundesstrasse,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1200,Auto,Gut
Kraftfahrzeugstrasse,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,männlich,1958,Auto,Gut
Kraftfahrzeugstrasse,47,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1056,Auto,Gut
nicht klassifiziert,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1530,Bus,Unbekannt
nicht klassifiziert,29,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1220,Bus,Gut
Bundesstrasse,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1140,Transporter,Gut
Landesstrasse,50,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2122,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1930,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,2015,Fahrrad,Gut
Bundesstrasse,38,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,212,Auto,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1010,Auto,Gut
nicht klassifiziert,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1630,Auto,Gut
Bundesstrasse,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1125,Auto,Gut
Landesstrasse,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1205,Auto,Gut
nicht klassifiziert,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1338,Mottorrad (50cc),Gut
nicht klassifiziert,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,821,Taxi,Gut
nicht klassifiziert,45,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,nass / feucht,männlich,2350,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1522,Auto,Gut
nicht klassifiziert,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1525,Auto,Gut
nicht klassifiziert,9,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1816,Auto,Gut
Bundesstrasse,27,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1503,Auto,Gut
Bundesstrasse,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1126,Auto,Gut
nicht klassifiziert,15,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1733,Auto,Gut
nicht klassifiziert,7,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1710,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1430,Auto,Regen
Bundesstrasse,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
Autobahn,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1018,Auto,Gut
Bundesstrasse,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,trocken,männlich,145,Taxi,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,2015,Fahrrad,Gut
nicht klassifiziert,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,9,männlich,2005,Auto,Unbekannt
Bundesstrasse,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1615,Fahrrad,Gut
Autobahn,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1625,Auto,Gut
Kraftfahrzeugstrasse,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,1515,Auto,Gut
nicht klassifiziert,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1529,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1400,Auto,Gut
nicht klassifiziert,56,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,7,1,trocken,weiblich,1315,Bus,Gut
Bundesstrasse,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,830,Auto,Gut
Bundesstrasse,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1600,Auto,Gut
Bundesstrasse,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1005,Fahrrad,Gut
Bundesstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1715,Auto,Gut
nicht klassifiziert,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1110,Mottorrad (50cc),Gut
Autobahn,13,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,8,1,trocken,weiblich,1200,Auto,Gut
Bundesstrasse,17,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1730,Mottorrad (50cc),Unbekannt
Bundesstrasse,65,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1350,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1515,Auto,Andere
Bundesstrasse,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1525,Auto,Gut
Bundesstrasse,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,männlich,1411,Auto,Gut
Bundesstrasse,2,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1430,Bus,Gut
Autobahn,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,3,nass / feucht,weiblich,1730,Auto,Regen
nicht klassifiziert,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1745,Mottorrad (50cc),Gut
nicht klassifiziert,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1501,Bus,Gut
nicht klassifiziert,9,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,845,Fahrrad,Regen
Landesstrasse,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Fahrrad,Gut
nicht klassifiziert,6,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1430,Bus,Gut
nicht klassifiziert,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,2240,Fahrrad,Gut
Bundesstrasse,58,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,weiblich,1605,Auto,Gut
Kraftfahrzeugstrasse,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1130,Auto,Gut (starker Wind)
Bundesstrasse,69,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1316,Bus,Gut
nicht klassifiziert,42,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1644,Auto,Gut
Bundesstrasse,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1325,Auto,Gut
Bundesstrasse,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1330,Auto,Gut
nicht klassifiziert,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1235,Auto,Gut
Bundesstrasse,19,Fahrer,3,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,635,Auto,Regen
nicht klassifiziert,72,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,845,Auto,Gut
nicht klassifiziert,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,weiblich,715,Auto,Regen
nicht klassifiziert,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1034,Auto,Gut
nicht klassifiziert,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2145,Bus,Gut
Bundesstrasse,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1615,Bus,Gut
Bundesstrasse,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1330,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,2030,Auto,Gut
Bundesstrasse,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,925,Auto,Gut
Autobahn,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,männlich,320,Auto,Gut
nicht klassifiziert,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1228,Auto,Gut
nicht klassifiziert,13,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2245,Auto,Gut
nicht klassifiziert,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1550,Fahrrad,Gut
Landesstrasse,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1725,Auto,Regen
Landesstrasse,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,6,trocken,männlich,2030,Auto,Gut
Bundesstrasse,24,Fussgänger,3,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1220,LKW ab 7.5t,Gut
Landesstrasse,68,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1110,Auto,Gut
Bundesstrasse,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1435,Auto,Gut
Bundesstrasse,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1008,Auto,Regen
Bundesstrasse,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,735,Auto,Gut
Autobahn,54,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,weiblich,1712,Auto,Gut
Autobahn,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1513,Auto,Gut
Bundesstrasse,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1715,Auto,Regen (starker Wind)
nicht klassifiziert,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1800,Auto,Gut (starker Wind)
nicht klassifiziert,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1030,Auto,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,755,Transporter,Gut
Bundesstrasse,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,812,Auto,Gut
nicht klassifiziert,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2215,Mottorrad (50cc),Gut
Bundesstrasse,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1010,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,Frost / Eis,weiblich,715,Auto,Gut
nicht klassifiziert,0,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1208,Bus,Gut
nicht klassifiziert,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,nass / feucht,männlich,1918,Mottorrad (50cc),Regen
nicht klassifiziert,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1310,Bus,Gut
Autobahn,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,725,Auto,Gut
Autobahn,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1513,Auto,Gut
nicht klassifiziert,28,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1437,Transporter,Gut
nicht klassifiziert,34,Fussgänger,3,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1930,Auto,Gut
Bundesstrasse,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,815,Fahrrad,Gut
nicht klassifiziert,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,850,Bus,Gut
nicht klassifiziert,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,828,Auto,Gut
nicht klassifiziert,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1645,Auto,Gut
nicht klassifiziert,30,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1745,Auto,Gut
Bundesstrasse,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1845,Auto,Gut
nicht klassifiziert,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,1800,Taxi,Gut (starker Wind)
nicht klassifiziert,28,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Auto,Gut
nicht klassifiziert,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1250,97,Gut
Bundesstrasse,48,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,nass / feucht,männlich,710,Auto,Gut
nicht klassifiziert,68,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,8,2,trocken,weiblich,1215,Bus,Gut
Bundesstrasse,50,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,trocken,männlich,2220,Auto,Gut
nicht klassifiziert,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1100,Auto,Regen
nicht klassifiziert,19,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,2030,Auto,Gut
nicht klassifiziert,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1623,Auto,Gut
nicht klassifiziert,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,859,Fahrrad,Gut
nicht klassifiziert,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1330,Fahrrad,Gut
Bundesstrasse,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1730,Auto,Gut
Bundesstrasse,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1800,Bus,Gut
Bundesstrasse,26,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1940,Auto,Gut
Bundesstrasse,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1315,Auto,Gut
Autobahn,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1000,Auto,Gut
Bundesstrasse,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1600,Fahrrad,Gut
Kraftfahrzeugstrasse,23,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,Schnee,männlich,2158,Auto,Schnee
Bundesstrasse,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1230,Auto,Gut
